age,employment,gender,race,household_income,education,state,vote_trump
31,0,0,1,"Less than $14,999",High school graduate,MO,0
59,0,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",AZ,1
20,0,0,1,"$90,000 to $94,999","Completed some college, but no degree",MI,0
29,1,1,1,"$100,000 to $124,999",More than College,CA,0
63,1,0,1,"$65,000 to $69,999","Completed some college, but no degree",IL,0
28,0,1,0,"Less than $14,999",Completed some high school,OK,0
18,0,0,0,"Less than $14,999",High school graduate,CA,0
73,0,1,1,"$85,000 to $89,999",More than College,CA,0
20,1,1,1,"Less than $14,999",High school graduate,LA,1
25,0,1,1,"$25,000 to $29,999","Completed some graduate, but no degree",FL,1
47,0,1,1,"$30,000 to $34,999",High school graduate,TX,1
18,0,1,0,"$100,000 to $124,999",Completed some high school,CA,0
23,0,0,0,"$125,000 to $149,999","Completed some college, but no degree",TX,0
44,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,0
34,1,0,0,"$75,000 to $79,999","Completed some graduate, but no degree",OR,0
52,0,1,1,"Less than $14,999","Completed some college, but no degree",AZ,0
25,0,1,1,"Less than $14,999",High school graduate,FL,0
54,0,0,1,"$30,000 to $34,999","Completed some college, but no degree",IN,1
39,1,1,1,"Less than $14,999",High school graduate,WA,0
36,1,1,1,"$55,000 to $59,999","Completed some college, but no degree",FL,0
44,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",MN,0
19,0,0,1,"$90,000 to $94,999","Completed some college, but no degree",FL,0
26,1,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,0
34,0,1,1,"Less than $14,999","Completed some college, but no degree",WV,1
69,0,1,1,"Less than $14,999","Completed some graduate, but no degree",KS,1
25,1,0,0,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",CA,0
70,0,0,1,"$15,000 to $19,999",High school graduate,KY,0
19,0,0,1,"$250,000 and above","Completed some college, but no degree",TX,0
36,0,0,0,"Less than $14,999",High school graduate,OK,0
31,0,1,0,"$40,000 to $44,999",High school graduate,TX,0
41,0,1,1,"Less than $14,999","Completed some college, but no degree",CA,0
59,0,1,0,"$45,000 to $49,999",High school graduate,NY,0
25,1,0,0,"$50,000 to $54,999",High school graduate,CA,0
65,0,1,1,"$70,000 to $74,999",High school graduate,PA,1
34,0,0,0,"$45,000 to $49,999",More than College,WI,0
48,0,1,0,"$20,000 to $24,999",Completed some high school,GA,0
39,0,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",OH,0
66,0,1,1,"$80,000 to $84,999",High school graduate,OH,1
42,1,1,1,"$250,000 and above",More than College,NJ,0
19,0,0,0,"Less than $14,999","Completed some college, but no degree",ID,0
59,0,1,1,"$20,000 to $24,999",High school graduate,FL,1
32,1,0,0,"Less than $14,999",Completed some high school,TX,1
52,0,1,0,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,1
30,1,1,1,"$25,000 to $29,999",High school graduate,WV,1
40,0,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",PA,0
52,0,0,1,"$95,000 to $99,999","Completed some college, but no degree",NC,0
40,1,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",VA,0
40,1,1,1,"$150,000 to $174,999",More than College,NY,1
40,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
74,0,0,1,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,0
49,0,1,0,"Less than $14,999",High school graduate,IL,0
45,1,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NC,1
41,1,1,1,"$150,000 to $174,999",More than College,FL,0
34,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",TX,1
50,0,0,0,"$50,000 to $54,999",More than College,MA,0
69,0,0,1,"$25,000 to $29,999",High school graduate,GA,1
39,1,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",NY,0
45,0,0,1,"$45,000 to $49,999",High school graduate,KY,1
77,0,1,1,"$70,000 to $74,999","Completed some college, but no degree",AZ,0
49,1,1,0,"$50,000 to $54,999",More than College,NY,0
71,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",FL,0
39,0,1,1,"$40,000 to $44,999",High school graduate,TX,0
22,0,0,1,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",TX,1
36,1,1,1,"$15,000 to $19,999",High school graduate,WI,0
32,0,1,1,"$25,000 to $29,999","Completed some college, but no degree",WA,0
35,1,1,1,"$100,000 to $124,999",More than College,FL,1
20,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,0
34,1,1,1,"$70,000 to $74,999","Completed some graduate, but no degree",FL,0
31,0,0,1,"$40,000 to $44,999",High school graduate,ID,0
32,0,1,1,"Less than $14,999",More than College,NY,0
20,0,0,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,0
34,1,1,1,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NC,0
26,1,0,0,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",CA,0
28,1,1,1,"$50,000 to $54,999",High school graduate,NV,0
62,0,0,1,"$150,000 to $174,999","Completed some college, but no degree",CA,0
45,0,1,1,"$50,000 to $54,999",High school graduate,IA,1
39,1,0,0,"$50,000 to $54,999",More than College,NJ,0
25,1,0,1,"Less than $14,999","Completed some college, but no degree",TX,0
39,0,1,1,"Less than $14,999",High school graduate,UT,1
29,1,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,0
68,0,1,0,"$40,000 to $44,999","Completed some graduate, but no degree",CT,0
46,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NV,0
60,0,1,1,"Less than $14,999",High school graduate,OH,1
21,0,0,1,"$25,000 to $29,999","Completed some college, but no degree",MN,0
58,0,1,0,"Less than $14,999",High school graduate,MS,0
20,0,1,1,"$15,000 to $19,999","Completed some graduate, but no degree",CA,0
62,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",KY,0
18,0,0,1,"$25,000 to $29,999",High school graduate,CA,1
42,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NY,1
29,1,0,0,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,1
84,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,1
34,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",TX,0
45,1,0,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CA,1
26,1,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OR,0
30,1,1,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,1
31,0,0,1,"Less than $14,999",Completed some high school,IA,1
29,0,0,0,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,0
42,1,1,0,"Less than $14,999","Completed some college, but no degree",CA,0
22,0,0,0,"$25,000 to $29,999",High school graduate,CA,0
39,1,0,0,"$25,000 to $29,999",High school graduate,NJ,0
66,0,0,1,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",CA,0
52,0,1,1,"$40,000 to $44,999","Completed some college, but no degree",SC,1
64,1,0,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",HI,0
72,0,1,1,"$25,000 to $29,999","Completed some graduate, but no degree",TX,1
24,0,0,0,"$30,000 to $34,999",High school graduate,CA,0
62,0,0,1,"$30,000 to $34,999","Completed some college, but no degree",TX,1
25,1,1,1,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NY,1
64,0,1,1,"$20,000 to $24,999",High school graduate,AZ,1
35,1,1,1,"$150,000 to $174,999",More than College,IN,1
29,1,0,0,"$25,000 to $29,999",High school graduate,NJ,0
50,0,1,1,"$15,000 to $19,999","Completed some college, but no degree",FL,0
31,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,1
73,0,0,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,0
42,1,1,1,"$20,000 to $24,999","Completed some college, but no degree",TX,1
51,0,1,1,"$250,000 and above","College Degree (such as B.A., B.S.)",CA,1
34,0,0,1,"Less than $14,999","Completed some graduate, but no degree",LA,0
72,0,1,1,"$65,000 to $69,999","Completed some graduate, but no degree",NJ,0
71,0,1,1,"$45,000 to $49,999",More than College,MT,1
40,1,1,1,"Less than $14,999",High school graduate,OH,1
20,1,1,1,"Less than $14,999",Completed some high school,CA,1
68,1,1,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",MN,1
22,1,1,0,"$20,000 to $24,999","Completed some college, but no degree",KS,0
40,1,1,1,"$125,000 to $149,999",More than College,MD,1
34,0,0,0,"$45,000 to $49,999","Completed some graduate, but no degree",AL,0
49,1,0,1,"$100,000 to $124,999",More than College,MN,0
43,0,1,0,"Less than $14,999","Completed some college, but no degree",CA,0
50,0,0,1,"$45,000 to $49,999",High school graduate,TX,0
60,0,0,0,"$50,000 to $54,999","Completed some college, but no degree",MD,0
37,0,1,1,"$30,000 to $34,999",Completed some high school,AL,1
63,0,1,1,"Less than $14,999","Completed some college, but no degree",FL,0
23,0,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",CA,0
30,1,1,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,0
28,1,0,1,"$70,000 to $74,999",More than College,AR,1
18,0,0,0,"$100,000 to $124,999",High school graduate,IL,0
18,0,0,0,"$100,000 to $124,999",High school graduate,CA,0
65,1,1,1,"$100,000 to $124,999",More than College,FL,0
24,0,1,1,"$100,000 to $124,999","Completed some college, but no degree",PA,0
45,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",IL,1
20,0,1,0,"Less than $14,999",High school graduate,NJ,0
18,0,1,0,"Less than $14,999",High school graduate,NV,0
37,0,1,1,"$15,000 to $19,999",Completed some high school,FL,0
22,0,0,1,"Less than $14,999",Completed some high school,SC,0
58,0,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
67,0,0,0,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",MA,1
31,1,0,1,"$25,000 to $29,999","Completed some college, but no degree",FL,1
22,0,0,1,"Less than $14,999","Completed some college, but no degree",NJ,0
35,0,1,1,"Less than $14,999",Completed some high school,TX,1
39,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",SD,1
55,1,1,1,"$70,000 to $74,999","Completed some college, but no degree",WI,1
23,1,0,0,"Less than $14,999","Completed some graduate, but no degree",CA,0
20,0,1,0,"$15,000 to $19,999",Completed some high school,TX,1
25,1,0,0,"$15,000 to $19,999","Completed some college, but no degree",MN,1
65,0,1,0,"Less than $14,999","Completed some college, but no degree",PA,0
29,0,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",NV,0
21,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",IL,0
52,0,1,0,"$15,000 to $19,999",High school graduate,GA,0
42,0,1,1,"Less than $14,999",High school graduate,NY,0
65,0,1,1,"Less than $14,999",More than College,AL,1
72,0,0,1,"$25,000 to $29,999",High school graduate,NY,0
72,0,0,1,"$25,000 to $29,999","Completed some graduate, but no degree",KS,0
18,0,1,0,"Less than $14,999",High school graduate,IN,0
22,0,1,0,"$30,000 to $34,999","Completed some college, but no degree",NC,0
30,1,1,1,"$95,000 to $99,999",Completed some high school,TX,1
40,1,0,1,"$35,000 to $39,999","Completed some graduate, but no degree",AZ,0
52,0,0,1,"$15,000 to $19,999",High school graduate,IA,0
71,0,0,1,"Less than $14,999",High school graduate,NJ,1
48,0,0,1,"$15,000 to $19,999",Completed some high school,TN,0
27,0,1,1,"$95,000 to $99,999",High school graduate,MO,0
24,0,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",CA,0
31,1,0,0,"$50,000 to $54,999","Completed some college, but no degree",TX,0
41,1,1,1,"$80,000 to $84,999","Completed some college, but no degree",CO,0
22,0,0,0,"$50,000 to $54,999",Completed some high school,SC,0
19,0,0,0,"Less than $14,999","Completed some college, but no degree",VA,0
20,0,0,1,"$125,000 to $149,999","Completed some college, but no degree",DE,0
68,0,0,1,"Less than $14,999",High school graduate,TX,0
38,1,1,1,"$150,000 to $174,999",More than College,NV,1
65,1,1,1,"$150,000 to $174,999","Completed some college, but no degree",TX,1
67,0,1,1,"$25,000 to $29,999",More than College,NM,0
48,0,0,1,"Less than $14,999","Completed some college, but no degree",NY,0
29,0,1,1,"$55,000 to $59,999","Completed some college, but no degree",AL,0
41,1,0,1,"$25,000 to $29,999",High school graduate,MO,1
19,0,1,0,"$55,000 to $59,999",High school graduate,TX,0
89,0,0,1,"$50,000 to $54,999",More than College,FL,1
72,1,0,1,"$100,000 to $124,999",More than College,IL,1
33,1,0,1,"$25,000 to $29,999","Completed some college, but no degree",TX,0
36,1,0,1,"$125,000 to $149,999","Completed some graduate, but no degree",WA,0
39,1,0,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,0
48,0,0,1,"$50,000 to $54,999","Completed some college, but no degree",AZ,0
31,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MI,0
19,0,0,1,"Less than $14,999",Completed some high school,MI,0
55,1,1,1,"$25,000 to $29,999",More than College,OK,1
28,0,0,0,"$15,000 to $19,999",Completed some high school,SC,1
28,1,0,0,"Less than $14,999",Completed some high school,IL,1
30,1,1,0,"$15,000 to $19,999","Completed some college, but no degree",TN,0
39,1,1,0,"Less than $14,999",High school graduate,PA,0
54,1,1,0,"$100,000 to $124,999",High school graduate,PA,1
19,0,1,1,"Less than $14,999",High school graduate,TX,0
53,0,0,0,"$150,000 to $174,999","Completed some college, but no degree",VA,0
54,1,0,1,"$65,000 to $69,999","Completed some college, but no degree",CA,1
22,0,0,0,"$50,000 to $54,999",Completed some high school,GA,0
42,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",KY,1
38,1,1,0,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",WI,1
61,0,1,1,"$25,000 to $29,999",Completed some high school,NC,0
25,1,1,0,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",CO,0
39,1,1,1,"$200,000 to $249,999",More than College,NJ,1
41,0,1,1,"$20,000 to $24,999",Completed some high school,LA,1
26,1,1,1,"$65,000 to $69,999",Completed some high school,IL,0
47,0,1,1,"Less than $14,999",Completed some high school,OH,0
40,1,1,1,"$65,000 to $69,999",High school graduate,MA,1
26,1,1,1,"Less than $14,999",Middle School or less,FL,1
36,1,1,1,"$100,000 to $124,999",High school graduate,OH,0
24,1,0,0,"$250,000 and above",More than College,FL,0
31,0,1,1,"$25,000 to $29,999","Completed some graduate, but no degree",TX,0
41,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
38,0,1,1,"$50,000 to $54,999",High school graduate,OR,0
20,1,0,0,"Less than $14,999",Completed some high school,TX,0
62,0,1,1,"Less than $14,999",High school graduate,CA,1
36,0,1,1,"$20,000 to $24,999",Middle School or less,CA,0
44,0,1,0,"$60,000 to $64,999",Completed some high school,CA,0
45,1,1,1,"$60,000 to $64,999","Completed some college, but no degree",IL,0
28,0,0,0,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
30,1,0,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CA,0
29,1,0,1,"$250,000 and above",High school graduate,TX,0
30,1,1,1,"$45,000 to $49,999","Completed some graduate, but no degree",MI,0
40,1,1,1,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",VA,0
21,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",NJ,0
39,0,0,1,"$55,000 to $59,999",Completed some high school,NY,0
63,0,1,1,"$70,000 to $74,999",High school graduate,IL,0
47,0,0,1,"$35,000 to $39,999",Completed some high school,TN,1
55,1,1,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MD,0
46,0,1,0,"$15,000 to $19,999",High school graduate,NY,0
33,1,1,0,"$40,000 to $44,999","Completed some college, but no degree",MI,0
29,0,0,1,"Less than $14,999","Completed some college, but no degree",NH,0
34,1,1,1,"$35,000 to $39,999",Completed some high school,WY,1
40,1,0,0,"$100,000 to $124,999","Completed some graduate, but no degree",FL,0
27,1,0,1,"$75,000 to $79,999","Completed some graduate, but no degree",GA,0
36,1,0,0,"$35,000 to $39,999",Completed some high school,TX,0
29,1,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",AZ,0
38,0,1,0,"Less than $14,999",High school graduate,VA,1
61,0,1,1,"Less than $14,999",Middle School or less,VA,1
49,1,0,1,"$75,000 to $79,999","Completed some college, but no degree",TX,1
45,1,0,1,"Less than $14,999",Completed some high school,OH,0
22,1,0,1,"$20,000 to $24,999",Completed some high school,OK,0
21,0,0,0,"$15,000 to $19,999",High school graduate,AL,0
60,1,1,1,"$70,000 to $74,999",More than College,KY,1
23,0,1,1,"Less than $14,999",Completed some high school,WV,1
44,1,1,1,"$60,000 to $64,999","Completed some graduate, but no degree",CA,0
38,1,1,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,0
28,1,0,0,"$250,000 and above","College Degree (such as B.A., B.S.)",NY,0
37,0,0,0,"$45,000 to $49,999",High school graduate,OH,0
56,0,0,1,"Less than $14,999",Completed some high school,NY,1
30,0,0,1,"$75,000 to $79,999",Completed some high school,PA,0
36,1,0,1,"$45,000 to $49,999",High school graduate,TX,1
57,0,1,1,"$20,000 to $24,999","Completed some college, but no degree",MO,0
63,0,1,1,"$30,000 to $34,999",High school graduate,PA,1
47,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",IL,0
37,0,0,1,"Less than $14,999",Middle School or less,FL,0
28,0,0,1,"Less than $14,999","Completed some college, but no degree",IA,0
49,0,0,0,"Less than $14,999",Completed some high school,TX,1
19,0,0,0,"$35,000 to $39,999",Completed some high school,WI,0
30,1,0,1,"$20,000 to $24,999",Completed some high school,AZ,0
33,0,1,0,"Less than $14,999",High school graduate,NM,0
35,0,1,0,"$50,000 to $54,999","Completed some graduate, but no degree",NV,0
52,1,1,1,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",GA,1
38,0,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",MA,0
69,0,0,1,"$35,000 to $39,999",More than College,NY,0
24,0,1,1,"$60,000 to $64,999",High school graduate,TX,1
66,1,1,1,"$20,000 to $24,999",High school graduate,WA,1
30,0,1,1,"Less than $14,999",High school graduate,IL,0
20,0,0,1,"$20,000 to $24,999",Completed some high school,TN,0
28,0,1,1,"Less than $14,999","Completed some college, but no degree",AZ,0
52,0,1,1,"Less than $14,999",High school graduate,NC,0
58,0,1,1,"$60,000 to $64,999","Completed some college, but no degree",LA,1
35,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",AZ,1
45,1,0,1,"$25,000 to $29,999","Completed some college, but no degree",VA,0
64,0,1,1,"$25,000 to $29,999",High school graduate,NY,1
39,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",CO,1
51,0,1,0,"$35,000 to $39,999","Completed some college, but no degree",AL,0
63,0,1,0,"$35,000 to $39,999","Completed some graduate, but no degree",NC,0
